Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
5085,1611,B,79.11,114,1101
5085,31779,C,31.83,26,232
5085,80212,C,88.67,45,388
5087,3480,A,171.78,61,518
5087,3480,D,162.88,76,783
5087,1611,A,101.09,190,1723
5087,20109,C,34.2,57,535
5087,31779,A,90.49,53,517
5087,80212,B,36.25,6,52
5094,3480,A,75.85,47,402
5094,1611,A,58.71,6,57
5094,1611,C,39.05,0,0
5094,31779,A,21.14,17,146
5094,31779,B,153.55,90,844
5094,31779,C,154.27,124,1327
5094,80212,B,41.09,61,551
5101,1611,B,176.5,101,1030
5101,1611,C,130.98,85,725
5101,20109,A,167.61,59,549
5101,20109,B,100.85,200,1708
5101,20109,C,188.29,160,1611
5101,20109,D,1.26,145,1234
5101,31779,B,65.16,151,1488
5102,3480,A,147.35,7,67
5102,3480,C,76.06,107,1060
5102,3480,D,50.03,25,214
5102,20109,A,50.4,143,1208
5102,31779,B,135.1,152,1337
5102,31779,C,32.69,68,672
5102,80212,C,62.03,94,809
5103,1611,A,191.54,177,1594
5103,1611,B,0.02,130,1307
5103,1611,C,30.08,199,2131
5103,20109,C,200.4,109,1048
5103,31779,B,142.23,161,1549
5103,31779,C,176.51,62,529
5103,80212,A,67.85,177,1861
5107,3480,B,180.22,157,1358
5107,1611,A,80.8,3,29
5107,1611,B,185.25,60,558
5107,1611,D,106.75,79,694
5107,80212,B,149.54,81,781
5107,80212,C,128.14,171,1822
5107,80212,D,93.26,103,892
5108,3480,A,113.28,9,90
5108,3480,B,138.17,124,1082
5108,1611,B,0.24,123,1112
5108,1611,C,199.71,116,992
5108,31779,B,137.33,51,516
5108,31779,D,6.56,82,843
5108,80212,A,15.84,159,1468
5111,1611,A,168.93,17,154
5111,1611,B,157.77,14,145
5111,20109,C,134.92,41,350
5111,31779,A,98.89,30,276
5111,31779,C,144.82,87,885
5111,80212,B,41.29,72,664
5111,80212,C,191.89,18,165
5117,3480,B,220.84,64,688
5117,20109,B,206.42,44,425
5117,31779,A,117.99,95,848
5117,31779,B,114.02,129,1147
5117,31779,D,176.12,98,1036
5117,80212,A,209.77,119,1239
5117,80212,C,199.45,167,1802
5117,80212,D,69.49,103,964
5132,3480,C,164.45,88,946
5132,3480,D,14.29,47,494
5132,20109,B,193.1,9,97
5132,20109,C,21.47,164,1664
5132,20109,D,168.69,192,1725
5132,80212,A,165.44,189,1869
5132,80212,B,136.66,139,1202
5144,3480,B,70.65,34,339
5144,3480,C,236.47,17,143
5144,1611,C,112.16,21,184
5144,1611,D,256.95,17,150
5144,20109,A,77.8,134,1387
5144,31779,A,186.04,57,482
5144,31779,B,38.94,168,1539
5144,31779,C,211.03,97,1021
5144,80212,B,17.23,136,1188
5149,3480,D,158.28,161,1506
5149,20109,A,102.38,113,1033
5149,20109,B,217.5,34,351
5149,31779,B,10.91,8,75
5149,80212,A,252.35,115,1129
5149,80212,D,144.94,82,842
5155,3480,A,35.19,99,980
5155,3480,B,30.39,146,1375
5155,3480,C,234.27,117,1036
5155,1611,B,36.95,44,420
5155,1611,C,64.2,123,1145
5155,31779,A,14.44,81,756
5155,31779,B,76.35,132,1405
5159,3480,A,8.96,196,1754
5159,3480,B,78.09,123,1104
5159,3480,C,218.08,109,1143
5159,1611,B,169.65,171,1793
5159,20109,A,227.06,45,455
5159,20109,B,314.92,102,1046
5159,20109,C,210.03,175,1693
5159,31779,C,97.5,134,1169
5161,1611,C,80.6,39,374
5161,1611,D,120.68,194,1654
5161,20109,B,90.92,96,836
5161,20109,C,306.64,153,1310
5161,31779,B,33.09,10,98
5161,31779,C,122.12,21,192
5161,80212,B,28.47,193,1890
5164,1611,C,256.65,118,1024
5164,20109,C,255.24,189,1834
5164,31779,C,147.57,173,1590
5164,31779,D,320.67,61,584
5166,3480,B,286.59,102,994
5166,1611,B,298.64,162,1655
5166,20109,B,109.38,33,351
5166,80212,C,298.32,33,300
5169,3480,A,165.59,92,871
5169,3480,D,276.67,120,1148
5169,1611,B,274.63,127,1083
5169,1611,C,260.42,25,254
5169,80212,A,141.78,92,852
5169,80212,B,158.41,3,25
5175,1611,A,114.77,191,1812
5175,20109,A,15.13,118,1016
5175,20109,C,51.14,40,363
5175,20109,D,62.96,19,193
5175,80212,A,90.66,2,20
5175,80212,B,26.94,128,1091
5180,3480,B,182.8,73,621
5180,1611,B,72.35,39,386
5180,1611,C,245.15,65,694
5180,1611,D,67.74,187,1683
5180,20109,B,243.54,136,1396
5180,31779,C,44.11,33,290
5180,31779,D,283.63,93,966
5189,3480,C,174.7,7,62
5189,20109,A,146.43,174,1717
5189,20109,B,242.92,67,714
5189,20109,C,42.9,70,735
5189,20109,D,369.71,136,1231
5189,31779,A,338.93,192,1646
5189,31779,C,13.17,94,912
5195,1611,A,39.86,168,1770
5195,1611,B,194.67,103,972
5195,20109,A,85.66,71,761
5195,20109,C,336.01,71,766
5195,31779,A,197.92,86,854
5195,31779,B,57.75,136,1145
5195,80212,A,150.03,83,716
5196,1611,A,180.42,33,314
5196,1611,C,363.09,193,1944
5196,20109,B,57.99,69,731
5196,20109,C,284.9,34,311
5196,80212,A,215.93,11,94
5196,80212,B,337.85,6,60
5196,80212,D,184.23,133,1221
5200,3480,A,102.72,148,1422
5200,3480,C,299.18,30,262
5200,20109,D,35.68,138,1367
5200,80212,A,131.16,153,1513
5200,80212,C,179.81,55,518
5201,3480,B,128.7,121,1079
5201,20109,C,257.05,29,253
5201,20109,D,156.26,117,1070
5201,80212,A,365.19,114,1078
5201,80212,B,68.24,199,2029
5201,80212,D,19.93,143,1493
5208,3480,A,344.07,19,204
5208,3480,B,373.61,33,343
5208,3480,D,227.88,0,0
5208,1611,A,202.46,56,506
5208,1611,B,22.69,187,1660
5208,1611,D,53.81,122,1284
5208,31779,A,80.58,29,288
5209,3480,A,36.54,9,78
5209,3480,B,117.31,54,495
5209,3480,C,368.9,109,1175
5209,3480,D,6.77,70,742
5209,1611,A,127.68,47,423
5209,1611,C,290.71,156,1598
5209,20109,A,188.66,40,367
5209,20109,B,288.69,41,401
5209,20109,D,38.76,66,612
5209,31779,A,52.41,140,1467
5209,31779,D,12.04,95,803
5209,80212,A,341.19,163,1371
5210,1611,A,394.16,77,747
5210,1611,C,342.33,41,350
5210,20109,C,349.33,55,560
5210,31779,A,111.63,127,1148
5210,31779,B,323.89,64,661
5210,31779,D,407.24,3,30
5210,80212,C,239.37,135,1428
5219,3480,A,163.67,79,848
5219,3480,D,126.85,131,1320
5219,1611,B,144.73,51,485
5219,1611,D,94.68,40,419
5219,31779,A,432.65,119,1220
5219,31779,C,244.07,60,623
5220,3480,A,149.57,73,754
5220,3480,C,298.25,87,788
5220,1611,B,416.68,43,433
5220,20109,C,216.61,136,1278
5220,31779,A,367.08,135,1343
5220,80212,A,341.97,10,107
5220,80212,B,201.97,166,1448
5231,3480,C,304.66,37,364
5231,3480,D,351.49,176,1681
5231,20109,A,213.5,74,689
5231,31779,A,287.66,153,1480
5231,31779,B,407.05,38,404
5231,31779,D,292.21,123,1040
5233,3480,A,126.35,25,245
5233,3480,C,364.45,2,18
5233,1611,C,11.37,137,1190
5233,31779,B,19.03,32,288
5233,31779,C,317.98,24,249
5233,31779,D,415.89,95,836
5233,80212,C,105.8,93,916
5243,3480,B,154.78,147,1510
5243,3480,C,251.47,138,1378
5243,3480,D,307.5,98,964
5243,20109,A,430.37,165,1413
5243,20109,B,29.46,172,1543
5243,31779,A,74.3,92,788
5243,31779,B,275.1,110,1105
5243,31779,D,470.3,3,27
5243,80212,A,58.3,24,228
5243,80212,D,265.29,43,387
5244,3480,B,415.12,120,1199
5244,1611,A,373.93,193,1640
5244,1611,C,403.09,55,523
5244,20109,B,167.33,111,1177
5244,31779,A,237.67,163,1504
5244,31779,C,141.11,156,1431
5244,80212,C,388.51,185,1958
5245,3480,C,98.65,50,464
5245,20109,A,197,118,1097
5245,20109,C,216.73,192,1867
5245,31779,B,59.53,106,929
5245,80212,B,482.9,42,446
5245,80212,C,370.68,138,1395
5245,80212,D,413.5,120,1225
5247,3480,A,68.3,106,1055
5247,3480,B,312.87,65,686
5247,3480,C,177.03,195,1661
5247,3480,D,285.92,181,1600
5247,31779,A,259.23,172,1664
5247,80212,A,210.1,131,1383
5247,80212,C,125.86,147,1452
5252,3480,A,254.01,162,1538
5252,3480,B,185.16,109,1081
5252,1611,A,144.25,104,1021
5252,1611,B,129.39,37,332
5252,1611,C,423.72,145,1475
5252,20109,A,441.25,167,1745
5252,20109,C,202.79,105,1074
5252,31779,B,89.99,89,878
5253,3480,A,49.66,189,1707
5253,1611,A,23.26,192,1931
5253,20109,B,427.05,24,218
5253,31779,C,178.93,147,1290
5253,80212,A,52.77,99,900
5253,80212,B,461.9,147,1471
5253,80212,D,286.61,65,616
5258,3480,B,340.23,199,1728
5258,1611,B,242.56,61,530
5258,1611,D,201.62,185,1947
5258,20109,A,261.73,198,1679
5258,20109,C,428.79,138,1405
5258,20109,D,120.1,23,242
5258,80212,A,487.4,193,1997
5258,80212,B,144.8,26,262
5260,3480,A,344.63,187,1818
5260,1611,C,30.56,4,39
5260,1611,D,213.75,22,220
5260,20109,A,361.15,29,305
5260,20109,B,277.25,4,39
5260,31779,C,395.82,193,1728
5260,31779,D,470.14,63,626
5260,80212,A,126.13,95,900
5260,80212,C,447.67,62,590
5265,3480,C,218.33,183,1799
5265,1611,A,53.44,116,1135
5265,1611,B,287.82,147,1514
5265,1611,C,261.77,84,719
5265,1611,D,523.29,48,487
5265,20109,A,81.53,87,936
5265,31779,B,4.22,4,35
5265,31779,C,473.66,128,1198
5266,3480,A,105.96,45,406
5266,3480,C,249.04,123,1217
5266,20109,B,527.56,58,577
5266,31779,C,287.09,41,346
5266,80212,A,458.43,15,151
5266,80212,B,272.12,167,1664
5266,80212,D,148.52,105,951
5268,1611,C,256.64,25,227
5268,20109,A,527.8,131,1243
5268,20109,B,460.12,194,1964
5268,31779,A,276.49,134,1204
5268,31779,B,62.67,125,1184
5268,80212,A,62.5,194,1723
5268,80212,B,466.54,14,147
5279,3480,A,129.71,85,896
5279,1611,C,284.38,141,1334
5279,20109,B,511.9,41,386
5279,20109,C,483.02,96,813
5279,31779,B,43.1,29,247
5279,80212,A,3.05,177,1812
5279,80212,D,326.44,71,758
5281,3480,B,114.21,13,121
5281,31779,B,110.47,10,86
5281,31779,C,59.62,47,497
5281,31779,D,217.77,118,1198
5281,80212,B,123.56,126,1291
5281,80212,C,228.15,196,1943
5281,80212,D,246.38,121,1186
5284,3480,B,146.75,159,1492
5284,3480,D,77.18,11,115
5284,1611,A,221.43,31,333
5284,1611,B,324.93,115,1141
5284,1611,D,241.49,156,1678
5284,20109,C,170.58,61,573
5284,31779,A,365.48,51,443
5284,31779,C,153.41,109,1044
5284,80212,B,242.56,52,555
5286,3480,C,482.93,61,544
5286,1611,B,458.23,78,681
5286,1611,C,62.98,43,409
5286,20109,C,308.63,112,968
5286,31779,C,154.16,11,118
5286,80212,B,365.29,183,1815
5286,80212,D,514.21,33,324
5287,3480,C,204.54,23,201
5287,1611,A,531.11,92,993
5287,1611,B,347.95,25,212
5287,1611,C,274.15,186,1888
5287,1611,D,180.88,14,118
5287,20109,A,308.72,75,645
5287,80212,A,301.02,162,1566
5289,3480,A,175.42,56,570
5289,1611,A,455,41,423
5289,1611,B,137.12,163,1386
5289,1611,D,88.51,23,198
5289,20109,A,214.94,199,1801
5289,20109,C,536.87,5,47
5289,31779,C,432.48,34,355
5289,80212,C,499.55,133,1359
5301,1611,A,31.45,72,606
5301,20109,B,92.53,114,1128
5301,31779,A,283.39,146,1385
5301,31779,B,572.8,73,690
5301,80212,A,281.99,12,105
5301,80212,C,63.26,65,599
5301,80212,D,243.96,36,369
5309,3480,A,295.14,185,1756
5309,3480,C,236.69,175,1734
5309,1611,B,400.51,66,703
5309,20109,C,499.2,181,1616
5309,20109,D,335.15,108,1093
5309,31779,B,78.96,85,813
5310,3480,B,125.41,172,1639
5310,1611,B,74.31,171,1650
5310,1611,C,520.66,174,1626
5310,20109,A,474.89,180,1804
5310,20109,B,271.63,2,19
5310,31779,A,609.82,52,535
5310,31779,B,527.25,96,937
5310,31779,C,320.79,166,1484
5317,3480,B,202.35,78,722
5317,3480,D,44.92,17,167
5317,1611,A,320.06,195,1951
5317,1611,B,392.57,196,2116
5317,31779,A,285.86,70,737
5324,3480,A,28.17,103,931
5324,3480,B,167.01,124,1065
5324,3480,C,300.92,76,743
5324,1611,A,3,197,1674
5324,31779,C,369.22,31,305
5324,80212,C,553.72,24,248
5324,80212,D,408.26,119,1159
5335,1611,C,222.22,126,1069
5335,20109,A,312.49,55,514
5335,20109,B,362.34,150,1512
5335,31779,A,153.99,40,422
5335,31779,B,379.08,156,1655
5335,31779,C,198.51,80,800
5335,80212,B,247.29,35,359
5335,80212,D,541.45,163,1526
5338,3480,A,357.61,164,1522
5338,3480,B,168.74,140,1344
5338,3480,C,454.81,165,1533
5338,1611,B,657.06,34,299
5338,20109,C,121.93,65,680
5338,20109,D,465.23,134,1345
5338,31779,B,88.12,86,868
5345,3480,A,381.8,199,1888
5345,3480,B,114.75,94,921
5345,1611,C,391.47,133,1265
5345,20109,A,548.58,76,648
5345,20109,C,674.16,107,1107
5345,31779,A,503.27,177,1632
5345,31779,B,357.12,62,642
5345,31779,C,318.26,189,1606
5345,31779,D,683.46,45,402
5345,80212,A,642.41,125,1278
5345,80212,B,275.95,169,1493
5346,3480,A,63.36,176,1581
5346,3480,D,0.71,38,321
5346,1611,A,290.47,181,1890
5346,31779,A,344.01,92,833
5346,80212,A,353.32,37,340
5346,80212,B,16.5,18,175
5357,3480,B,551.35,153,1506
5357,3480,C,386.61,127,1345
5357,3480,D,86.46,176,1646
5357,1611,B,431.66,156,1673
5357,20109,A,499.66,97,1034
5357,20109,B,707.71,23,241
5357,20109,D,503.53,159,1422
5357,31779,C,629.79,22,203
5358,3480,A,134.42,16,155
5358,3480,B,33.83,11,103
5358,3480,D,59.2,183,1709
5358,1611,C,241.18,178,1673
5358,31779,A,580.57,28,282
5358,31779,C,518.53,87,761
5358,80212,A,480,197,2060
5359,3480,C,486.86,68,614
5359,1611,A,354.28,47,434
5359,1611,C,423.94,60,508
5359,31779,A,303.53,180,1626
5359,31779,B,30.57,6,62
5359,31779,C,345.5,198,2114
5359,80212,A,37.27,2,19
5363,3480,C,496.79,37,324
5363,1611,D,274.67,78,708
5363,20109,B,587.08,58,618
5363,31779,A,144.21,14,125
5363,31779,B,609.54,4,41
5365,3480,C,173.74,147,1472
5365,20109,A,482.25,195,1811
5365,20109,B,199.64,35,298
5365,31779,A,722.58,154,1494
5365,31779,D,270.96,82,760
5372,1611,B,247.23,159,1477
5372,1611,C,253.46,127,1098
5372,31779,C,735.74,54,488
5372,31779,D,193.91,181,1671
5372,80212,B,589.41,66,645
5372,80212,C,551.22,142,1298
5372,80212,D,341.91,83,812
5378,3480,A,422.96,67,592
5378,1611,B,114.4,187,1717
5378,1611,D,692.77,192,2004
5378,20109,A,447,12,102
5378,20109,B,336.78,115,1069
5378,20109,C,104.44,50,523
5378,31779,A,83.5,74,784
5378,31779,B,367.22,178,1848
5378,80212,A,494.21,178,1707
5378,80212,C,657.1,28,300
5380,3480,B,640.58,36,312
5380,3480,D,472.56,135,1413
5380,1611,C,524.63,21,203
5380,31779,A,86.43,104,1021
5380,31779,B,465.73,158,1520
5380,31779,C,366.72,9,80
5380,80212,C,48.37,120,1032
5384,20109,B,726.32,40,382
5384,20109,C,93.2,70,616
5384,20109,D,323.75,97,981
5384,31779,A,329.79,185,1969
5384,31779,C,548.31,171,1768
5384,31779,D,621.36,0,0
5384,80212,C,448.18,56,547
5386,3480,B,98.48,88,780
5386,3480,C,178.44,180,1784
5386,3480,D,542.63,166,1735
5386,1611,C,671.42,155,1572
5386,20109,A,343.91,16,148
5386,20109,B,721.19,13,110
5386,20109,D,726.07,142,1526
5386,31779,A,540.08,16,169
5386,31779,B,644.14,66,661
5386,31779,C,322.47,191,1931
5386,80212,B,2.35,35,344
5386,80212,C,106.62,105,1119
5386,80212,D,471.28,131,1352
5389,3480,B,659.32,93,790
5389,20109,B,7.15,23,220
5389,31779,A,25.51,151,1285
5389,80212,A,342.26,83,741
5389,80212,C,136.83,74,773
5389,80212,D,585.55,181,1892
5392,3480,C,658.35,53,508
5392,3480,D,317.05,90,957
5392,1611,B,667.96,52,467
5392,1611,C,731.01,119,1157
5392,20109,B,329.38,160,1533
5392,20109,D,363.02,178,1642
5392,31779,B,464.19,129,1373
5392,31779,C,228,49,439
5392,80212,C,715.87,60,618
5400,3480,B,659.37,104,986
5400,1611,A,488.9,150,1355
5400,1611,C,124.23,159,1684
5400,1611,D,791.98,108,967
5400,20109,A,448.14,23,196
5400,31779,C,178.55,136,1417
5401,3480,A,54.36,149,1545
5401,3480,C,21.33,148,1302
5401,3480,D,198.45,52,463
5401,1611,A,659.41,71,690
5401,1611,B,205.87,26,254
5401,20109,A,523.07,15,155
5401,31779,B,120.46,179,1539
5401,80212,C,108.48,71,669
5405,3480,A,662.54,23,234
5405,3480,D,119.62,45,443
5405,1611,A,347.37,70,695
5405,1611,B,488.67,134,1203
5405,20109,B,510.05,94,792
5405,80212,A,267.42,94,896
5405,80212,C,1.22,55,541
5412,3480,A,747.73,198,1690
5412,3480,C,494.35,104,1014
5412,3480,D,453.36,134,1228
5412,31779,B,1.93,60,546
5412,31779,C,579.22,122,1155
5412,31779,D,808.92,152,1478
5412,80212,A,661.3,152,1629
5413,3480,C,677.71,82,855
5413,1611,C,624.29,188,1634
5413,20109,A,321.3,2,19
5413,20109,C,755.88,164,1524
5413,20109,D,562.55,76,663
5415,3480,A,352.65,57,543
5415,3480,B,63.03,98,1001
5415,3480,C,654.28,84,900
5415,3480,D,99.94,126,1313
5415,1611,A,492.39,180,1790
5415,1611,C,547.55,122,1145
5415,20109,A,598.95,16,150
5415,20109,C,161.79,28,297
5415,31779,A,274.18,24,239
5415,31779,C,709.51,189,1593
5418,3480,B,417.28,169,1821
5418,3480,D,340.09,39,386
5418,20109,A,793.23,7,74
5418,31779,A,726.43,3,25
5418,31779,B,585.85,93,913
5427,3480,B,91.01,92,985
5427,1611,B,257.48,172,1838
5427,1611,C,189.51,125,1070
5427,20109,A,3.27,55,512
5427,20109,D,290.37,132,1222
5427,31779,B,71.12,27,283
5436,1611,A,275.08,20,174
5436,1611,D,244.48,47,460
5436,31779,B,206.57,97,1043
5436,31779,C,387.02,148,1493
5436,80212,C,24.28,161,1440
5436,80212,D,770.99,49,425
5437,3480,A,852.71,96,872
5437,3480,D,103.3,116,1069
5437,1611,A,827.86,40,421
5437,1611,B,242.91,176,1725
5437,1611,C,681.25,10,93
5437,1611,D,5.72,116,1055
5437,20109,C,559.93,99,1045
5437,31779,A,204.95,12,108
5437,31779,B,780.68,66,601
5437,31779,C,557.48,66,686
5437,80212,B,355.04,189,1779
5437,80212,C,96.78,3,30
5440,3480,A,393.43,132,1394
5440,20109,B,338.63,21,191
5440,20109,C,148,53,551
5440,31779,B,0.77,178,1600
5440,31779,D,552.19,78,727
5440,80212,A,836.19,107,931
5440,80212,C,773.35,150,1431
5444,3480,B,50.42,12,121
5444,3480,C,216.48,63,548
5444,3480,D,23.88,130,1100
5444,20109,B,684.95,97,1026
5444,31779,C,767.28,43,403
5444,80212,B,224.39,165,1736
5457,3480,B,650.76,186,1841
5457,3480,C,480.99,119,1153
5457,3480,D,195.38,72,638
5457,20109,A,440.03,54,574
5457,20109,B,757.54,57,520
5457,31779,A,643.67,15,144
5457,31779,C,777.52,73,700
5459,3480,C,836.9,105,1051
5459,1611,B,90.39,155,1417
5459,1611,C,383.24,184,1826
5459,31779,B,751.45,94,981
5459,31779,C,746.1,174,1542
5459,80212,A,656.65,173,1596
5459,80212,B,238,160,1402
5460,1611,A,918.97,180,1594
5460,1611,B,869.56,139,1269
5460,1611,D,411.62,112,1180
5460,20109,B,309.87,55,587
5460,31779,A,775.78,180,1861
5460,31779,C,76.48,60,544
5460,80212,A,50.32,144,1392
5464,3480,C,185.49,105,947
5464,1611,A,327.18,74,692
5464,1611,C,768.1,177,1490
5464,20109,A,671.39,52,484
5464,31779,B,232.1,164,1391
5464,31779,C,465.17,16,143
5464,80212,B,5.12,85,851
5464,80212,C,575.12,158,1705
5466,1611,A,452.64,22,234
5466,1611,B,238.29,78,770
5466,20109,C,385.31,32,320
5466,31779,A,546.04,151,1451
5466,31779,B,926.08,172,1717
5466,31779,C,452.82,138,1268
5466,31779,D,450.37,157,1415
5470,3480,A,317.83,30,318
5470,20109,A,214.48,113,968
5470,20109,C,369.92,102,948
5470,20109,D,929.08,32,295
5470,31779,B,935.13,148,1416
5470,80212,B,707.07,124,1141
5470,80212,C,403.39,87,751
5473,3480,A,329.19,71,630
5473,3480,B,471.45,67,579
5473,1611,B,227.81,71,691
5473,1611,C,183.83,77,785
5473,20109,C,763.92,118,1116
5473,31779,A,237.84,3,28
5473,31779,B,870.64,192,1684
5484,3480,B,867.15,39,412
5484,3480,C,436.77,196,2035
5484,1611,B,455.5,92,779
5484,1611,C,8.93,72,673
5484,1611,D,431.68,151,1528
5484,20109,A,942.32,47,468
5484,20109,B,125.95,121,1028
5484,20109,C,792.8,129,1345
5484,20109,D,700.74,44,460
5484,31779,A,767.97,125,1328
5484,31779,B,625.48,172,1692
5484,31779,C,499.87,39,393
5484,80212,A,462.28,70,673
5484,80212,B,843.67,163,1523
5484,80212,C,494.8,155,1426
5484,80212,D,146.3,105,910
5486,3480,A,837.5,81,738
5486,1611,A,142.32,28,240
5486,1611,C,816.24,85,880
5486,20109,A,947.21,127,1110
5486,20109,B,91.5,17,173
5486,20109,D,62.75,17,154
5486,31779,B,794.3,22,206
5486,31779,D,65.36,24,243
5486,80212,A,817.47,49,435
5486,80212,B,884.94,184,1982
5486,80212,D,579.33,103,958
5491,3480,C,472.53,93,901
5491,1611,A,958.08,148,1575
5491,1611,C,501.33,99,861
5491,1611,D,641.94,69,652
5491,20109,B,753.02,183,1833
5491,31779,A,927.41,10,85
5491,31779,B,101.07,111,1065
5491,80212,B,398.54,28,244
5493,3480,A,680.39,133,1236
5493,3480,B,239.79,200,2125
5493,3480,D,35.09,89,837
5493,1611,B,900.56,83,771
5493,1611,C,129.58,41,389
5493,20109,C,571.19,137,1316
5493,80212,C,187.25,137,1292
5496,3480,C,256.91,193,2075
5496,1611,A,875.79,154,1514
5496,1611,B,984.98,21,218
5496,1611,C,297.55,31,284
5496,1611,D,172.67,175,1480
5496,20109,C,910.77,89,771
5496,31779,B,30.51,11,113
5496,31779,D,776.57,117,1079
5496,80212,C,274.53,3,27
5503,3480,B,302.59,135,1195
5503,20109,B,146.1,82,815
5503,20109,C,40.46,81,829
5503,20109,D,123.77,122,1195
5503,31779,A,795.08,36,337
5503,31779,B,907.09,11,105
5503,80212,C,660.43,167,1487
5505,3480,B,461.23,150,1585
5505,1611,B,131.78,127,1085
5505,20109,A,955.06,177,1623
5505,20109,C,67.53,81,746
5505,31779,A,279.15,122,1077
5505,80212,A,856.33,41,355
5505,80212,B,375.19,111,1093
5508,3480,C,1003.4,156,1675
5508,1611,A,735.12,186,1956
5508,1611,C,147.77,55,518
5508,20109,A,705.45,119,1076
5508,20109,B,991.36,155,1316
5508,20109,D,921.58,163,1409
5508,80212,A,138.88,67,597
5514,3480,A,197.65,8,69
5514,1611,B,900.89,28,278
5514,1611,C,224.16,181,1538
5514,20109,A,643.77,115,1167
5515,3480,C,876.94,200,1859
5515,1611,A,512.54,63,585
5515,20109,C,641.26,159,1595
5515,31779,A,486.34,103,965
5515,31779,B,539.6,28,297
5515,80212,A,909.78,152,1501
5515,80212,D,832.57,143,1525
5518,3480,A,263.65,196,1907
5518,1611,A,606.38,1,9
5518,20109,A,839.64,140,1339
5518,31779,C,624.04,134,1175
5518,31779,D,850.8,183,1640
5518,80212,A,51.52,190,1705
5518,80212,B,618.53,152,1410
5523,3480,A,520.03,90,823
5523,3480,C,312.76,110,1006
5523,20109,A,23.59,179,1700
5523,20109,B,546.39,87,910
5523,31779,C,994.5,134,1413
5523,80212,A,256,91,930
5523,80212,C,408.2,52,487
5526,1611,B,911.85,23,200
5526,1611,C,425.88,109,1126
5526,1611,D,991.94,190,1827
5526,31779,A,636.42,16,162
5526,31779,B,677.57,192,1792
5526,31779,D,449.29,103,913
5528,3480,C,305.44,100,879
5528,1611,A,610.25,109,1003
5528,20109,B,367.94,95,948
5528,20109,C,252.53,172,1706
5528,31779,C,317.49,26,226
5528,80212,A,419.35,43,373
5528,80212,C,136.66,85,845
5540,3480,A,321.33,73,724
5540,3480,B,912.9,58,545
5540,3480,D,756.83,71,725
5540,1611,A,497.35,183,1805
5540,1611,D,754.23,86,832
5540,20109,A,783.8,162,1465
5540,20109,B,3.8,129,1305
5545,3480,B,657.66,193,1861
5545,3480,C,40.41,170,1559
5545,3480,D,759.34,28,236
5545,1611,B,540.97,112,945
5545,80212,A,1052.83,102,925
5545,80212,B,558.27,170,1775
5545,80212,C,567.21,65,633
5545,80212,D,446.26,16,167
5549,1611,B,641.66,192,1643
5549,20109,A,726.75,59,536
5549,20109,C,375.95,50,525
5549,31779,C,436.06,188,1958
5549,31779,D,526.21,79,713
5549,80212,A,1049.5,70,654
5549,80212,B,1003.51,122,1224
5549,80212,C,857.45,27,251
5549,80212,D,279.22,142,1214
5551,3480,A,589.79,57,543
5551,3480,C,640.67,3,28
5551,3480,D,705.19,18,180
5551,20109,B,535.11,70,647
5551,20109,C,123.73,166,1724
5551,31779,A,1066.62,81,682
5551,31779,C,830.08,164,1741
5551,80212,A,824.07,86,819
5557,3480,A,156.24,104,1002
5557,3480,B,447.75,93,939
5557,1611,A,646.02,103,997
5557,1611,D,179.01,30,258
5557,20109,A,1057.37,23,228
5557,31779,A,574.11,104,1001
5557,31779,D,455.4,43,383
5559,3480,B,847.16,190,1959
5559,1611,B,217.67,46,448
5559,31779,A,559.45,0,0
5559,31779,B,702.12,155,1417
5559,31779,C,858.91,195,1838
5559,80212,A,973.22,2,20
5559,80212,C,196.11,155,1318
5561,3480,A,790.05,17,145
5561,3480,C,512.33,122,1057
5561,3480,D,417.13,146,1245
5561,1611,A,494.63,81,776
5561,20109,A,61.93,138,1275
5561,20109,B,105.82,42,410
5561,31779,C,547.71,81,779
5573,3480,A,252.91,73,685
5573,3480,B,815.29,59,526
5573,3480,C,594.88,1,10
5573,3480,D,540.6,68,699
5573,1611,A,290.37,33,305
5573,20109,B,548.36,121,1164
5573,20109,D,815.49,164,1765
5579,1611,A,1097.19,140,1450
5579,1611,B,327.97,178,1840
5579,1611,D,743.61,51,452
5579,20109,A,1015.78,138,1322
5579,20109,D,645.71,121,1271
5579,31779,A,962.86,58,554
5579,80212,B,9.68,178,1827
5580,3480,A,215.78,173,1707
5580,3480,B,505.96,1,9
5580,1611,C,936.87,143,1367
5580,80212,B,200.72,157,1463
5580,80212,C,1140.06,113,1060
5580,80212,D,591.15,195,1815
5587,3480,A,603.38,32,308
5587,3480,C,988.58,127,1162
5587,31779,B,774.55,87,849
5587,31779,C,583.53,139,1334
5587,31779,D,169.59,30,317
5587,80212,A,878.7,151,1430
5587,80212,D,200.24,130,1389
5591,1611,B,738.5,155,1315
5591,1611,C,652.82,143,1334
5591,1611,D,1179.4,127,1134
5591,20109,A,915.11,91,932
5591,20109,B,531.02,88,913
5591,20109,C,513.57,186,2000
5591,31779,B,148.63,165,1462
5591,80212,C,200.24,108,1080
5595,3480,B,797.91,34,291
5595,3480,C,971.51,145,1231
5595,3480,D,473.11,7,69
5595,1611,A,587.38,58,595
5595,1611,B,1132.12,43,405
5595,1611,C,792.91,149,1478
5595,20109,A,488.98,31,288
5595,20109,C,747.92,162,1707
